event_time,order_id,product_id,category_id,category_code,brand,price,user_id
2020-04-30 16:58:19 UTC,2298863440279634340,1515966223509261572,2268105442636858090,furniture.kitchen.table,,16.18,1515915625452840304
2020-04-30 16:58:19 UTC,2298863440279634340,2273948299738218955,2268105392632365766,appliances.environment.fan,ava,13.87,1515915625452840304
2020-04-30 16:59:26 UTC,2298864002559640024,1515966223509302790,2309018576893248155,,iqos,72.92,1515915625452825911
2020-04-30 17:01:20 UTC,2298864961369145904,1515966223509105051,2268105440220938934,appliances.kitchen.grill,tefal,300.90,1515915625451645529
2020-04-30 17:01:47 UTC,2298865185554694723,1515966223509088506,2268105430162997728,electronics.audio.headphone,bloody,23.13,1515915625452848304
2020-04-30 17:02:58 UTC,2298865780189561451,1515966223509267398,2268105427528974760,,apple,41.64,1515915625442254692
2020-04-30 17:04:54 UTC,2298866757630165688,2273948218469384955,2268105389385974414,appliances.kitchen.hood,bosch,277.75,1515915625442996718
2020-04-30 17:09:22 UTC,2298869002899817371,1515966223509385771,2268105408964984844,computers.components.cooler,moshi,34.70,1515915625452856518
2020-04-30 17:09:22 UTC,2298869002899817371,2273948310551134911,2268105427260539298,,samsung,4.61,1515915625452856518
2020-04-30 17:11:10 UTC,2298869911654499320,1515966223509335178,2268105445304435490,appliances.kitchen.coffee_machine,polaris,231.46,1515915625452849058
2020-04-30 17:11:12 UTC,2298869924346463227,1515966223509128972,2268105390484882084,appliances.iron,tefal,71.74,1515915625452122901
2020-04-30 17:11:12 UTC,2298869924346463227,2273948226254013381,2268105440917193414,appliances.kitchen.mixer,braun,48.59,1515915625452122901
2020-04-30 17:13:23 UTC,2298871029134524525,1515966223509122810,2268105430162997728,electronics.audio.headphone,panasonic,13.87,1515915625445297852
2020-04-30 17:13:23 UTC,2298871029134524525,1515966223509335394,2268105442636858090,furniture.kitchen.table,tefal,41.64,1515915625445297852
2020-04-30 17:13:23 UTC,2298871029134524525,1515966223510223139,2268105442427142886,furniture.living_room.cabinet,tefal,13.87,1515915625445297852
2020-04-30 17:13:23 UTC,2298871029134524525,1515966223509266724,2268105439726011052,appliances.kitchen.toster,philips,41.64,1515915625445297852
2020-04-30 17:16:06 UTC,2298872391578681575,2273948277500019564,2374498914000592280,electronics.video.tv,sony,416.64,1515915625445871083
2020-04-30 17:21:20 UTC,2298875025794531786,1515966223509089483,2268105428166508982,electronics.smartphone,huawei,92.34,1515915625441444268
2020-04-30 17:31:38 UTC,2298880215499146210,1515966223509104253,2268105430162997728,electronics.audio.headphone,hyperx,60.16,1515915625452851372
2020-04-30 17:35:10 UTC,2298881991250018429,1515966223509612203,2268105392925967052,appliances.environment.air_heater,ava,11.55,1515915625452867510
2020-04-30 17:36:16 UTC,2298882543337865393,1515966223509341116,2268105442636858090,furniture.kitchen.table,tefal,38.17,1515915625452863330
2020-04-30 17:36:16 UTC,2298882543337865393,1515966223509380580,2268105442846573294,furniture.kitchen.chair,peterhof,32.38,1515915625452863330
2020-04-30 17:44:35 UTC,2298886728389231164,1515966223509128823,2268105402774193030,,rowenta,60.16,1515915625450749358
2020-04-30 17:54:28 UTC,2298891700979892232,1515966223509089425,2268105428166508982,electronics.smartphone,samsung,115.72,1515915625446621859
2020-04-30 17:56:51 UTC,2298892905542058111,1515966223510433450,2268105427528974760,,hoco,1.16,1515915625452875232
2020-04-30 17:58:00 UTC,2298893481721987273,1515966223509088625,2374498914000592282,electronics.video.tv,lg,543.96,1515915625441203476
2020-04-30 18:01:39 UTC,2298895322845282691,1515966223509118518,2268105459195969616,computers.components.videocards,gigabyte,290.25,1515915625442144875
2020-04-30 18:01:39 UTC,2298895322845282691,1515966223509122672,2268105409938063394,computers.components.memory,kingston,29.61,1515915625442144875
2020-04-30 18:08:00 UTC,2298898513930486374,1515966223509088622,2374498914000592280,electronics.video.tv,lg,370.35,1515915625444776056
2020-04-30 18:10:36 UTC,2298899823450915520,1515966223509118598,2268105404485469096,medicine.tools.tonometer,philips,32.38,1515915625452883975
2020-04-30 18:11:35 UTC,2298900317699310316,2273948218930758560,2268105430162997728,electronics.audio.headphone,samsung,12.71,1515915625445715688
2020-04-30 18:11:35 UTC,2298900317699310316,2273948222403641781,2268105427872907696,,yoobao,13.87,1515915625445715688
2020-04-30 18:11:35 UTC,2298900317699310316,2273948222412030390,2268105427872907696,,yoobao,13.87,1515915625445715688
2020-04-30 18:16:26 UTC,2298902759790871426,1515966223509104661,2268105441101742794,appliances.kitchen.blender,braun,122.66,1515915625447906697
